Month,EmployeeKey,ActualSales,EmployeeID,Salesperson,Target,Achievement_%,Variance
2018-10-01,286,82909.22,61161660,Pamela Ansman-Wolfe,600000.0,13.818203333333335,-517090.78
2018-10-01,287,95051.09,139397894,Shu Ito,500000.0,19.010218,-404948.91000000003
2018-10-01,288,63443.87,399771412,José Saraiva,500000.0,12.688774,-436556.13
2018-10-01,289,156877.85,987554265,David Campbell,250000.0,62.75114000000001,-93122.15
2018-10-01,291,393949.42,668991357,Jae Pak,100000.0,393.94942,293949.42
2018-10-01,292,55939.64,134219713,Ranjit Varkey Chudukatil,50000.0,111.87928000000001,5939.639999999999
2018-11-01,272,2709.61,502097814,Stephen Jiang,2500000.0,0.1083844,-2497290.39
2018-11-01,281,439157.92,841560125,Michael Blythe,1000000.0,43.915791999999996,-560842.0800000001
2018-11-01,282,578474.72,191644724,Linda Mitchell,800000.0,72.30934,-221525.28000000003
2018-11-01,283,365959.86,615389812,Jillian Carson,200000.0,182.97993,165959.86
2018-11-01,284,224910.66,234474252,Garrett Vargas,500000.0,44.982132,-275089.33999999997
2018-11-01,285,249243.9,716374314,Tsvi Reiter,200000.0,124.62195,49243.899999999994
2018-11-01,287,215469.32,139397894,Shu Ito,500000.0,43.093864,-284530.68
2018-11-01,288,136752.51,399771412,José Saraiva,500000.0,27.350502000000006,-363247.49
2018-11-01,289,143856.28,987554265,David Campbell,550000.0,26.155687272727274,-406143.72
2018-11-01,290,12648.09,982310417,Amy Alberts,300000.0,4.21603,-287351.91
2018-11-01,291,283397.57,668991357,Jae Pak,300000.0,94.46585666666667,-16602.429999999993
2018-11-01,292,180623.74,134219713,Ranjit Varkey Chudukatil,150000.0,120.41582666666666,30623.73999999999
2018-11-01,293,221792.54,90836195,Tete Mensa-Annan,350000.0,63.36929714285715,-128207.45999999999
2018-12-01,272,80477.79000000001,502097814,Stephen Jiang,1750000.0,4.598730857142858,-1669522.21
2018-12-01,281,223032.22,841560125,Michael Blythe,1000000.0,22.303222,-776967.78
2018-12-01,282,272719.41,191644724,Linda Mitchell,800000.0,34.08992625,-527280.5900000001
2018-12-01,283,351327.72,615389812,Jillian Carson,150000.0,234.21847999999997,201327.71999999997
2018-12-01,284,80795.55,234474252,Garrett Vargas,500000.0,16.159110000000002,-419204.45
2018-12-01,285,150094.16,716374314,Tsvi Reiter,200000.0,75.04708,-49905.84
2018-12-01,286,47246.23,61161660,Pamela Ansman-Wolfe,1750000.0,2.6997845714285718,-1702753.77
2018-12-01,287,274753.63,139397894,Shu Ito,500000.0,54.950726,-225246.37
2018-12-01,288,166015.7,399771412,José Saraiva,500000.0,33.203140000000005,-333984.3
2018-12-01,289,10236.31,987554265,David Campbell,150000.0,6.824206666666665,-139763.69
2018-12-01,291,409224.27,668991357,Jae Pak,200000.0,204.612135,209224.27000000002
2018-12-01,292,87995.01,134219713,Ranjit Varkey Chudukatil,50000.0,175.99002,37995.009999999995
2018-12-01,293,34287.66,90836195,Tete Mensa-Annan,350000.0,9.796474285714286,-315712.33999999997
2019-01-01,281,229456.62,841560125,Michael Blythe,250000.0,91.782648,-20543.380000000005
2019-01-01,282,73709.34,191644724,Linda Mitchell,400000.0,18.427335,-326290.66000000003
2019-01-01,283,272262.19,615389812,Jillian Carson,100000.0,272.26219000000003,172262.19
2019-01-01,284,2852.51,234474252,Garrett Vargas,250000.0,1.1410040000000001,-247147.49
2019-01-01,285,123080.83,716374314,Tsvi Reiter,100000.0,123.08083,23080.83
2019-01-01,286,71863.61,61161660,Pamela Ansman-Wolfe,800000.0,8.98295125,-728136.39
2019-01-01,287,94995.71,139397894,Shu Ito,250000.0,37.998284000000005,-155004.28999999998
2019-01-01,288,36790.56,399771412,José Saraiva,200000.0,18.39528,-163209.44
2019-01-01,289,111175.24,987554265,David Campbell,100000.0,111.17524,11175.240000000005
2019-01-01,291,257972.14,668991357,Jae Pak,50000.0,515.9442799999999,207972.14
2019-01-01,292,34522.09,134219713,Ranjit Varkey Chudukatil,25000.0,138.08835999999997,9522.089999999997
2019-01-01,293,9911.17,90836195,Tete Mensa-Annan,100000.0,9.91117,-90088.83
2019-02-01,272,97301.66,502097814,Stephen Jiang,1500000.0,6.486777333333333,-1402698.34
2019-02-01,281,193254.45,841560125,Michael Blythe,750000.0,25.767260000000004,-556745.55
2019-02-01,282,532880.39,191644724,Linda Mitchell,500000.0,106.576078,32880.390000000014
2019-02-01,283,305970.38,615389812,Jillian Carson,200000.0,152.98519,105970.38
2019-02-01,284,120320.53,234474252,Garrett Vargas,350000.0,34.377294285714285,-229679.47
2019-02-01,285,212956.07,716374314,Tsvi Reiter,150000.0,141.97071333333332,62956.07000000001
2019-02-01,287,155368.18,139397894,Shu Ito,500000.0,31.073636,-344631.82
2019-02-01,288,121294.92,399771412,José Saraiva,300000.0,40.43164,-178705.08000000002
2019-02-01,289,94079.9,987554265,David Campbell,300000.0,31.359966666666665,-205920.1
2019-02-01,290,29648.98,982310417,Amy Alberts,150000.0,19.765986666666667,-120351.02
2019-02-01,291,233804.31,668991357,Jae Pak,150000.0,155.86954,83804.31
2019-02-01,292,113541.73,134219713,Ranjit Varkey Chudukatil,50000.0,227.08345999999997,63541.729999999996
2019-02-01,293,175651.69,90836195,Tete Mensa-Annan,200000.0,87.825845,-24348.309999999998
2019-03-01,281,260647.46,841560125,Michael Blythe,500000.0,52.129492,-239352.54
2019-03-01,282,164573.0,191644724,Linda Mitchell,600000.0,27.428833333333337,-435427.0
2019-03-01,283,186234.16,615389812,Jillian Carson,100000.0,186.23416,86234.16
2019-03-01,284,68726.79000000001,234474252,Garrett Vargas,350000.0,19.636225714285715,-281273.20999999996
2019-03-01,285,126003.55,716374314,Tsvi Reiter,200000.0,63.001775,-73996.45
2019-03-01,286,34427.25,61161660,Pamela Ansman-Wolfe,500000.0,6.88545,-465572.75
2019-03-01,287,186556.11,139397894,Shu Ito,500000.0,37.311222,-313443.89
2019-03-01,288,115840.99,399771412,José Saraiva,400000.0,28.9602475,-284159.01
2019-03-01,289,4244.1,987554265,David Campbell,200000.0,2.12205,-195755.9
2019-03-01,290,1308.94,982310417,Amy Alberts,200000.0,0.6544700000000001,-198691.06
2019-03-01,291,325541.25,668991357,Jae Pak,200000.0,162.770625,125541.25
2019-03-01,292,59855.82,134219713,Ranjit Varkey Chudukatil,50000.0,119.71164,9855.82
2019-03-01,293,30335.5,90836195,Tete Mensa-Annan,200000.0,15.16775,-169664.5
2019-04-01,272,43633.78,502097814,Stephen Jiang,1750000.0,2.493358857142857,-1706366.22
2019-04-01,281,315433.95,841560125,Michael Blythe,750000.0,42.057860000000005,-434566.05
2019-04-01,282,88516.99,191644724,Linda Mitchell,700000.0,12.645284285714286,-611483.01
2019-04-01,283,401224.64,615389812,Jillian Carson,100000.0,401.22464,301224.64
2019-04-01,284,8091.44,234474252,Garrett Vargas,450000.0,1.7980977777777778,-441908.56
2019-04-01,285,172666.74,716374314,Tsvi Reiter,200000.0,86.33337,-27333.26000000001
2019-04-01,286,49349.549999999996,61161660,Pamela Ansman-Wolfe,600000.0,8.224924999999999,-550650.45
2019-04-01,287,87939.12,139397894,Shu Ito,300000.0,29.313039999999997,-212060.88
2019-04-01,288,47236.41,399771412,José Saraiva,450000.0,10.49698,-402763.58999999997
2019-04-01,289,155484.74,987554265,David Campbell,150000.0,103.65649333333333,5484.739999999991
2019-04-01,290,968.4200000000001,982310417,Amy Alberts,100000.0,0.9684200000000001,-99031.58
2019-04-01,291,431455.25,668991357,Jae Pak,100000.0,431.45525,331455.25
2019-04-01,292,56947.23,134219713,Ranjit Varkey Chudukatil,50000.0,113.89446000000001,6947.230000000003
2019-04-01,293,9485.09,90836195,Tete Mensa-Annan,200000.0,4.742545,-190514.91
2019-05-01,272,5255.26,502097814,Stephen Jiang,2000000.0,0.262763,-1994744.74
2019-05-01,281,376632.0,841560125,Michael Blythe,500000.0,75.3264,-123368.0
2019-05-01,282,615217.05,191644724,Linda Mitchell,800000.0,76.90213125000001,-184782.94999999995
2019-05-01,283,383768.62,615389812,Jillian Carson,200000.0,191.88431,183768.62
2019-05-01,284,215202.18,234474252,Garrett Vargas,450000.0,47.82270666666666,-234797.82
2019-05-01,285,212648.79,716374314,Tsvi Reiter,150000.0,141.76586,62648.79000000001
2019-05-01,287,194265.37,139397894,Shu Ito,750000.0,25.90204933333333,-555734.63
2019-05-01,288,69047.66,399771412,José Saraiva,450000.0,15.343924444444445,-380952.33999999997
2019-05-01,289,106781.25,987554265,David Campbell,350000.0,30.508928571428573,-243218.75
2019-05-01,290,43180.87,982310417,Amy Alberts,150000.0,28.787246666666665,-106819.13
2019-05-01,291,253207.29,668991357,Jae Pak,150000.0,168.80486000000002,103207.29000000001
2019-05-01,292,188371.72,134219713,Ranjit Varkey Chudukatil,100000.0,188.37172,88371.72
2019-05-01,293,219059.52,90836195,Tete Mensa-Annan,300000.0,73.01983999999999,-80940.48000000001
2019-06-01,272,1466.01,502097814,Stephen Jiang,200000.0,0.733005,-198533.99
2019-06-01,281,327715.99,841560125,Michael Blythe,750000.0,43.69546533333333,-422284.01
2019-06-01,282,264240.31,191644724,Linda Mitchell,900000.0,29.360034444444445,-635759.69
2019-06-01,283,277959.85,615389812,Jillian Carson,200000.0,138.97992499999998,77959.84999999998
2019-06-01,284,80738.18,234474252,Garrett Vargas,450000.0,17.94181777777778,-369261.82
2019-06-01,285,148992.63,716374314,Tsvi Reiter,100000.0,148.99263,48992.630000000005
2019-06-01,286,32210.25,61161660,Pamela Ansman-Wolfe,800000.0,4.02628125,-767789.75
2019-06-01,287,238160.2,139397894,Shu Ito,650000.0,36.64003076923077,-411839.8
2019-06-01,288,79195.88,399771412,José Saraiva,400000.0,19.79897,-320804.12
2019-06-01,289,2802.57,987554265,David Campbell,150000.0,1.8683800000000002,-147197.43
2019-06-01,290,51365.08,982310417,Amy Alberts,200000.0,25.68254,-148634.91999999998
2019-06-01,291,362867.08,668991357,Jae Pak,200000.0,181.43354,162867.08000000002
2019-06-01,292,87055.78,134219713,Ranjit Varkey Chudukatil,100000.0,87.05578,-12944.220000000001
2019-06-01,293,35479.44,90836195,Tete Mensa-Annan,300000.0,11.82648,-264520.56
2019-07-01,281,249177.96,841560125,Michael Blythe,500000.0,49.835592,-250822.04
2019-07-01,282,321478.99,191644724,Linda Mitchell,1000000.0,32.147898999999995,-678521.01
2019-07-01,283,264651.42,615389812,Jillian Carson,200000.0,132.32571,64651.419999999984
2019-07-01,284,17713.04,234474252,Garrett Vargas,500000.0,3.542608,-482286.96
2019-07-01,285,171310.47,716374314,Tsvi Reiter,100000.0,171.31046999999998,71310.47
2019-07-01,286,115105.40000000001,61161660,Pamela Ansman-Wolfe,1200000.0,9.592116666666668,-1084894.6
2019-07-01,287,367168.93,139397894,Shu Ito,1000000.0,36.716893,-632831.0700000001
2019-07-01,288,155252.69,399771412,José Saraiva,500000.0,31.050538,-344747.31
2019-07-01,289,172652.75,987554265,David Campbell,300000.0,57.550916666666666,-127347.25
2019-07-01,290,3711.95,982310417,Amy Alberts,300000.0,1.2373166666666666,-296288.05
2019-07-01,291,488041.23,668991357,Jae Pak,200000.0,244.020615,288041.23
2019-07-01,292,55775.84,134219713,Ranjit Varkey Chudukatil,50000.0,111.55168,5775.8399999999965
2019-07-01,293,105317.08,90836195,Tete Mensa-Annan,300000.0,35.105693333333335,-194682.91999999998
2019-07-01,295,187479.84,954276278,Rachel Valdez,150000.0,124.98656,37479.84
2019-07-01,296,54329.44,758596752,Lynn Tsoflias,50000.0,108.65888000000001,4329.440000000002
2019-08-01,272,130269.22,502097814,Stephen Jiang,2500000.0,5.2107688,-2369730.78
2019-08-01,281,453349.19,841560125,Michael Blythe,500000.0,90.669838,-46650.81
2019-08-01,282,662737.32,191644724,Linda Mitchell,1000000.0,66.273732,-337262.68000000005
2019-08-01,283,347038.98,615389812,Jillian Carson,300000.0,115.67965999999998,47038.97999999998
2019-08-01,284,273312.43,234474252,Garrett Vargas,550000.0,49.69316909090909,-276687.57
2019-08-01,285,279350.53,716374314,Tsvi Reiter,200000.0,139.675265,79350.53000000003
2019-08-01,286,64297.02,61161660,Pamela Ansman-Wolfe,1400000.0,4.592644285714285,-1335702.98
2019-08-01,287,131520.91,139397894,Shu Ito,9000000.0,1.4613434444444444,-8868479.09
2019-08-01,288,201741.89,399771412,José Saraiva,500000.0,40.348378000000004,-298258.11
2019-08-01,289,188606.97,987554265,David Campbell,850000.0,22.189055294117647,-661393.03
2019-08-01,290,111401.20999999999,982310417,Amy Alberts,1000000.0,11.140120999999999,-888598.79
2019-08-01,291,285712.49,668991357,Jae Pak,200000.0,142.856245,85712.48999999999
2019-08-01,292,711243.3099999999,134219713,Ranjit Varkey Chudukatil,700000.0,101.60618714285714,11243.30999999994
2019-08-01,293,127794.11,90836195,Tete Mensa-Annan,400000.0,31.9485275,-272205.89
2019-08-01,295,192177.58000000002,954276278,Rachel Valdez,300000.0,64.05919333333334,-107822.41999999998
2019-08-01,296,145995.97999999998,758596752,Lynn Tsoflias,50000.0,291.99195999999995,95995.97999999998
2019-09-01,272,88615.83,502097814,Stephen Jiang,3000000.0,2.953861,-2911384.17
2019-09-01,281,534258.97,841560125,Michael Blythe,500000.0,106.851794,34258.96999999997
